epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
377,17,11,8,11,0,0,0,0
378,12,5,12,16,0,0,0,0
379,14,10,10,14,0,0,0,0
380,47,14,13,20,0,0,0,0
381,38,18,9,9,0,0,0,0
382,19,15,15,7,0,0,0,0
383,11,2,12,20,0,0,0,0
384,13,37,13,12,0,0,0,0
385,17,22,19,12,0,0,0,0
386,22,22,189,14,0,0,0,0
387,15,11,9,20,0,0,0,0
388,135,10,16,14,0,0,0,0
389,15,87,13,15,0,0,0,0
390,8,21,11,14,0,0,0,0
391,19,19,11,10,0,0,0,0
392,23,29,11,22,0,0,0,0
393,133,17,11,9,0,0,0,0
394,5005,11,17,11,0,0,0,0
395,29,13,166,20,0,0,0,0
396,24,19,26,8,0,0,0,0
397,55,10,103,17,0,0,0,0
398,11,23,118,11,0,0,0,0
399,16,10,9,9,0,0,0,0
400,3,10,13,16,0,0,0,0
401,28,9,16,12,0,0,0,0
402,42,10,163,12,0,0,0,0
403,21,15,8,11,0,0,0,0
404,40,10,23,12,0,0,0,0
405,18,24,183,13,0,0,0,0
406,33,10,44,11,0,0,0,0
407,14,11,10,17,0,0,0,0
408,20,13,35,13,0,0,0,0
409,117,17,10,4,0,0,0,0
410,19,21,23,3,0,0,0,0
411,238,10,11,15,0,0,0,0
412,33,10,7,11,0,0,0,0
413,223,28,43,17,0,0,0,0
414,17,3,45,8,0,0,0,0
415,18,278,16,13,0,0,0,0
416,37,17,4,20,0,0,0,0
417,3,12,15,14,0,0,0,0
418,35,7,12,12,0,0,0,0
419,38,17,19,10,0,0,0,0
420,21,9,13,9,0,0,0,0
421,47,16,22,10,0,0,0,0
422,13,7,16,23,0,0,0,0
423,13,23,41,12,0,0,0,0
424,21,26,29,20,0,0,0,0
425,13,9,10,13,0,0,0,0
426,31,29,70,4,0,0,0,0
427,30,12,19,11,0,0,0,0
428,14,12,14,3,0,0,0,0
429,53,19,3,13,0,0,0,0
430,153,19,13,13,0,0,0,0
431,28,13,47,9,0,0,0,0
432,19,17,11,17,0,0,0,0
433,17,25,8,3,0,0,0,0
434,12,16,16,21,0,0,0,0
435,12,11,17,14,0,0,0,0
436,29,14,216,20,0,0,0,0
437,37,42,50,21,0,0,0,0
438,43,10,31,12,0,0,0,0
439,17,5,43,13,0,0,0,0
440,26,30,16,13,0,0,0,0
441,27,19,32,19,0,0,0,0
442,23,23,10,12,0,0,0,0
443,15,14,7,15,0,0,0,0
444,11,18,17,7,0,0,0,0
445,26,12,3,14,0,0,0,0
446,16,19,144,9,0,0,0,0
447,24,19,26,20,0,0,0,0
448,11,21,15,18,0,0,0,0
449,29,5,12,9,0,0,0,0
450,19,17,8,10,0,0,0,0
451,32,9,10,9,0,0,0,0
452,155,5,7,11,0,0,0,0
453,17,20,11,22,0,0,0,0
454,35,11,46,15,0,0,0,0
455,64,5,16,16,0,0,0,0
456,15,21,17,20,0,0,0,0
457,115,11,17,21,0,0,0,0
458,26,11,14,15,0,0,0,0
459,38,20,11,15,0,0,0,0
460,52,64,4,9,0,0,0,0
461,22,12,9,21,0,0,0,0
462,44,24,63,20,0,0,0,0
463,21,14,10,10,0,0,0,0
464,21,25,16,21,0,0,0,0
465,50,19,194,12,0,0,0,0
466,659,12,111,18,0,0,0,0
467,154,6,41,21,0,0,0,0
468,12,12,12,9,0,0,0,0
469,13,14,15,18,0,0,0,0
470,18,16,11,15,0,0,0,0
