epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
701,27,18,12,12,0,0,0,0
702,368,12,11,9,0,0,0,0
703,1123,4,34,10,0,0,0,0
704,70,10,15,11,0,0,0,0
705,26,16,11,13,0,0,0,0
706,2,15,7,17,0,0,0,0
707,29,12,19,12,0,0,0,0
708,30,9,8,15,0,0,0,0
709,821,17,12,14,0,0,0,0
710,59,8,19,10,0,0,0,0
711,41,10,10,8,0,0,0,0
712,52,11,10,20,0,0,0,0
713,582,15,12,18,0,0,0,0
714,142,17,9,8,0,0,0,0
715,24,21,17,12,0,0,0,0
716,16,18,11,10,0,0,0,0
717,17,20,17,10,0,0,0,0
718,14,10,23,11,0,0,0,0
719,31,12,12,17,0,0,0,0
720,28,18,23,19,0,0,0,0
721,6,13,14,16,0,0,0,0
722,743,8,10,15,0,0,0,0
723,13,8,12,14,0,0,0,0
724,86,13,17,4,0,0,0,0
725,30,11,4,20,0,0,0,0
726,18,11,7,11,0,0,0,0
727,99,20,17,20,0,0,0,0
728,20,13,14,22,0,0,0,0
729,48,21,11,13,0,0,0,0
730,26,17,16,10,0,0,0,0
731,23,13,11,11,0,0,0,0
732,15,11,17,17,0,0,0,0
733,399,4,25,13,0,0,0,0
734,68,13,10,13,0,0,0,0
735,14,20,10,10,0,0,0,0
736,28,9,19,18,0,0,0,0
737,25,19,13,20,0,0,0,0
738,34,22,13,11,0,0,0,0
739,42,10,10,7,0,0,0,0
